id,loan_status,aproval_prob
58939,0,0.0058
58940,0,0.0166
58941,1,0.9784
58942,1,0.9284
58943,0,0.0564
58944,0,0.0133
58945,0,0.0265
58946,0,0.025
58947,0,0.0161
58948,0,0.0855
58949,0,0.0127
58950,0,0.4141
58951,0,0.1437
58952,0,0.0087
58953,0,0.0248
58954,1,0.9628
58955,0,0.0214
58956,0,0.0034
58957,1,0.9879
58958,1,0.9896
58959,0,0.0153
58960,0,0.0223
58961,0,0.0066
58962,0,0.1635
58963,0,0.0485
58964,0,0.0302
58965,0,0.019
58966,0,0.0138
58967,0,0.009
58968,0,0.0084
58969,0,0.2985
58970,0,0.002
58971,0,0.0961
58972,0,0.0578
58973,1,0.964
58974,0,0.0375
58975,0,0.05
58976,0,0.044
58977,0,0.0356
58978,0,0.0356
58979,0,0.0181
58980,0,0.0116
58981,0,0.0015
58982,0,0.0147
58983,0,0.0068
58984,0,0.0092
58985,0,0.0798
58986,1,0.9707
58987,0,0.0099
58988,0,0.0469
58989,0,0.026
58990,0,0.0027
58991,0,0.0178
58992,0,0.0147
58993,0,0.0029
58994,0,0.017
58995,1,0.9895
58996,0,0.0233
58997,1,0.93
58998,0,0.0058
58999,0,0.015
59000,0,0.0674
59001,0,0.0828
59002,0,0.0389
59003,0,0.0757
59004,0,0.0459
59005,0,0.0033
59006,0,0.0341
59007,0,0.0221
59008,1,0.9685
59009,0,0.0168
59010,0,0.0082
59011,0,0.0075
59012,0,0.0622
59013,0,0.0069
59014,0,0.0108
59015,0,0.0848
59016,0,0.0099
59017,0,0.0156
59018,0,0.0335
59019,0,0.0089
59020,0,0.0045
59021,0,0.0166
59022,0,0.0662
59023,1,0.9517
59024,0,0.0351
59025,1,0.985
59026,0,0.013
59027,0,0.009
59028,0,0.0477
59029,0,0.0137
59030,0,0.0122
59031,0,0.4552
59032,1,0.5482
59033,0,0.1621
59034,0,0.0698
59035,0,0.0119
59036,0,0.0938
59037,0,0.0899
59038,0,0.0109
59039,0,0.0385
59040,0,0.016
59041,0,0.0223
59042,0,0.0479
59043,1,0.9765
59044,0,0.0107
59045,0,0.0441
59046,0,0.1859
59047,0,0.2072
59048,0,0.0087
59049,0,0.0229
59050,0,0.0074
59051,0,0.0401
59052,0,0.005
59053,0,0.0255
59054,0,0.056
59055,0,0.0429
59056,0,0.0075
59057,1,0.8819
59058,0,0.0101
59059,0,0.151
59060,0,0.0033
59061,0,0.0044
59062,0,0.0182
59063,0,0.0035
59064,0,0.0243
59065,0,0.0014
59066,0,0.0341
59067,0,0.0076
59068,0,0.0321
59069,0,0.034
59070,0,0.0148
59071,0,0.063
59072,0,0.0146
59073,1,0.9603
59074,0,0.0372
59075,0,0.0713
59076,0,0.0286
59077,1,0.9912
59078,0,0.0708
59079,0,0.0307
59080,0,0.0113
59081,0,0.0194
59082,0,0.0342
59083,0,0.0056
59084,0,0.0019
59085,0,0.0504
59086,0,0.1059
59087,0,0.0311
59088,0,0.042
59089,0,0.0609
59090,0,0.064
59091,0,0.0018
59092,0,0.1962
59093,0,0.0185
59094,0,0.0126
59095,0,0.0015
59096,1,0.9457
59097,0,0.0684
59098,0,0.0276
59099,0,0.0102
59100,0,0.0069
59101,0,0.0104
59102,0,0.0462
59103,0,0.048
59104,0,0.0018
59105,0,0.0473
59106,0,0.0025
59107,0,0.0668
59108,0,0.0463
59109,0,0.0452
59110,0,0.0238
59111,0,0.0083
59112,0,0.0186
59113,1,0.9558
59114,0,0.0669
59115,0,0.1217
59116,0,0.0021
59117,0,0.0112
59118,0,0.0344
59119,0,0.0135
59120,0,0.0056
59121,0,0.0087
59122,0,0.0728
59123,1,0.986
59124,1,0.9085
59125,0,0.0423
59126,1,0.7952
59127,0,0.0113
59128,0,0.0225
59129,0,0.0087
59130,0,0.0111
59131,0,0.0343
59132,0,0.2146
59133,1,0.6768
59134,0,0.0304
59135,0,0.0007
59136,0,0.0055
59137,0,0.0227
59138,0,0.0133
59139,0,0.0069
59140,0,0.0339
59141,1,0.9881
59142,0,0.225
59143,0,0.0246
59144,0,0.0118
59145,0,0.032
59146,0,0.186
59147,0,0.0213
59148,0,0.0191
59149,0,0.0157
59150,0,0.0142
59151,0,0.0173
59152,0,0.0443
59153,0,0.0041
59154,0,0.0561
59155,0,0.0952
59156,0,0.108
59157,0,0.01
59158,0,0.0422
59159,0,0.0131
59160,0,0.0642
59161,0,0.0085
59162,0,0.0144
59163,0,0.0177
59164,0,0.0238
59165,0,0.1148
59166,0,0.0026
59167,0,0.0325
59168,0,0.1649
59169,1,0.9343
59170,0,0.0169
59171,0,0.0089
59172,0,0.2114
59173,0,0.0041
59174,0,0.0075
59175,0,0.007
59176,0,0.0345
59177,0,0.012
59178,0,0.006
59179,0,0.0083
59180,0,0.1823
59181,0,0.1238
59182,1,0.9681
59183,0,0.016
59184,0,0.0399
59185,0,0.1086
59186,0,0.0279
59187,0,0.0089
59188,0,0.0298
59189,0,0.0216
59190,0,0.0039
59191,0,0.0301
59192,0,0.1435
59193,0,0.0096
59194,0,0.1191
59195,0,0.0224
59196,0,0.0225
59197,0,0.0355
59198,0,0.0549
59199,0,0.0019
59200,1,0.9936
59201,0,0.0078
59202,0,0.0082
59203,0,0.4421
59204,0,0.0224
59205,0,0.02
59206,0,0.0082
59207,0,0.0256
59208,0,0.0083
59209,0,0.0088
59210,0,0.0155
59211,0,0.0431
59212,0,0.0276
59213,0,0.1049
59214,0,0.0534
59215,0,0.0109
59216,0,0.0378
59217,0,0.0088
59218,0,0.0032
59219,0,0.0098
59220,1,0.8211
59221,1,0.8416
59222,0,0.0324
59223,0,0.0222
59224,0,0.3088
59225,0,0.01
59226,0,0.0051
59227,0,0.0927
59228,0,0.1899
59229,0,0.001
59230,0,0.0049
59231,0,0.0025
59232,0,0.0918
59233,0,0.0166
59234,0,0.0453
59235,0,0.0049
59236,0,0.16
59237,0,0.0261
59238,0,0.0101
59239,0,0.3217
59240,0,0.0092
59241,0,0.0174
59242,0,0.0321
59243,1,0.9702
59244,0,0.0162
59245,1,0.947
59246,0,0.016
59247,0,0.0268
59248,0,0.0081
59249,0,0.1591
59250,0,0.3753
59251,0,0.0455
59252,0,0.0198
59253,0,0.0608
59254,0,0.0257
59255,0,0.0057
59256,0,0.0014
59257,1,0.9919
59258,0,0.0131
59259,1,0.9936
59260,0,0.0119
59261,0,0.0321
59262,0,0.0931
59263,0,0.0023
59264,0,0.0255
59265,1,0.5077
59266,0,0.0459
59267,0,0.1532
59268,0,0.035
59269,0,0.0071
59270,1,0.9851
59271,0,0.0041
59272,1,0.9755
59273,0,0.0237
59274,0,0.1252
59275,0,0.013
59276,0,0.059
59277,0,0.0087
59278,0,0.0424
59279,0,0.0063
59280,0,0.0086
59281,0,0.0445
59282,0,0.0093
59283,0,0.0189
59284,0,0.0039
59285,0,0.0302
59286,0,0.0288
59287,0,0.0479
59288,1,0.9781
59289,0,0.0086
59290,0,0.0451
59291,0,0.0352
59292,0,0.0018
59293,0,0.01
59294,1,0.9662
59295,0,0.2444
59296,0,0.0042
59297,0,0.0153
59298,0,0.0227
59299,0,0.0208
59300,0,0.0435
59301,0,0.0211
59302,0,0.0258
59303,0,0.0467
59304,0,0.0235
59305,0,0.1359
59306,0,0.0258
59307,0,0.0159
59308,0,0.0056
59309,0,0.0161
59310,0,0.0079
59311,0,0.0887
59312,0,0.0496
59313,1,0.9349
59314,0,0.2544
59315,0,0.0075
59316,0,0.2586
59317,0,0.0371
59318,0,0.0132
59319,0,0.0523
59320,0,0.0098
59321,0,0.0518
59322,0,0.1427
59323,0,0.0402
59324,1,0.8714
59325,0,0.0319
59326,0,0.0282
59327,0,0.0522
59328,0,0.0166
59329,0,0.0232
59330,0,0.0624
59331,0,0.1008
59332,0,0.0164
59333,0,0.006
59334,0,0.031
59335,0,0.0153
59336,0,0.0411
59337,0,0.0135
59338,0,0.0602
59339,0,0.159
59340,0,0.4933
59341,0,0.0582
59342,0,0.0527
59343,0,0.0117
59344,0,0.0567
59345,0,0.0158
59346,0,0.0095
59347,0,0.0811
59348,0,0.0246
59349,0,0.0274
59350,0,0.0257
59351,0,0.0346
59352,0,0.0856
59353,1,0.958
59354,1,0.9548
59355,0,0.0013
59356,0,0.0081
59357,0,0.0123
59358,0,0.0254
59359,0,0.0234
59360,1,0.9685
59361,0,0.0069
59362,0,0.3801
59363,0,0.0027
59364,0,0.0043
59365,0,0.0063
59366,0,0.0096
59367,0,0.0475
59368,1,0.9607
59369,0,0.0627
59370,0,0.0085
59371,0,0.0157
59372,0,0.2862
59373,0,0.0413
59374,0,0.0077
59375,1,0.9669
59376,1,0.8611
59377,0,0.025
59378,0,0.0889
59379,0,0.0159
59380,0,0.0413
59381,0,0.0103
59382,0,0.0888
59383,1,0.9627
59384,0,0.0332
59385,0,0.0144
59386,0,0.0702
59387,1,0.9819
59388,0,0.1825
59389,0,0.0477
59390,0,0.0572
59391,0,0.0565
59392,0,0.2719
59393,1,0.9053
59394,1,0.9561
59395,0,0.0923
59396,0,0.0129
59397,0,0.0161
59398,0,0.0098
59399,0,0.0193
59400,0,0.0287
59401,0,0.0311
59402,0,0.1108
59403,0,0.015
59404,0,0.0226
59405,0,0.0062
59406,0,0.0297
59407,0,0.0338
59408,0,0.097
59409,0,0.021
59410,0,0.0075
59411,0,0.0094
59412,0,0.0285
59413,0,0.0012
59414,0,0.0545
59415,0,0.021
59416,0,0.0041
59417,0,0.008
59418,0,0.0058
59419,0,0.0017
59420,0,0.1524
59421,0,0.2101
59422,0,0.0339
59423,0,0.0949
59424,1,0.955
59425,0,0.084
59426,0,0.007
59427,0,0.0082
59428,0,0.1449
59429,0,0.0072
59430,0,0.004
59431,0,0.0201
59432,0,0.0075
59433,0,0.0307
59434,0,0.005
59435,0,0.0015
59436,0,0.0019
59437,0,0.0159
59438,1,0.5634
59439,0,0.0429
59440,0,0.0042
59441,0,0.0175
59442,0,0.0019
59443,0,0.005
59444,0,0.0617
59445,0,0.0887
59446,0,0.04
59447,0,0.0089
59448,0,0.0114
59449,0,0.0182
59450,0,0.0295
59451,1,0.9774
59452,0,0.0352
59453,0,0.022
59454,0,0.0473
59455,0,0.0438
59456,0,0.0253
59457,1,0.971
59458,0,0.1066
59459,0,0.2036
59460,0,0.0631
59461,0,0.0068
59462,1,0.9142
59463,0,0.0048
59464,0,0.295
59465,0,0.0706
59466,0,0.1019
59467,0,0.0269
59468,0,0.0025
59469,0,0.0131
59470,0,0.0015
59471,0,0.0061
59472,0,0.08
59473,0,0.0335
59474,0,0.013
59475,0,0.0924
59476,0,0.0103
59477,0,0.0245
59478,0,0.0179
59479,0,0.0182
59480,0,0.0099
59481,0,0.1062
59482,1,0.9767
59483,0,0.0082
59484,0,0.0038
59485,0,0.0183
59486,0,0.0916
59487,0,0.07
59488,0,0.0208
59489,0,0.0175
59490,0,0.0173
59491,1,0.9847
59492,0,0.0082
59493,0,0.0251
59494,0,0.0083
59495,1,0.8742
59496,0,0.0152
59497,1,0.9719
59498,0,0.0404
59499,0,0.1003
59500,1,0.9882
59501,0,0.021
59502,1,0.9653
59503,0,0.2078
59504,0,0.0059
59505,0,0.0281
59506,0,0.0038
59507,0,0.0069
59508,0,0.0258
59509,0,0.0374
59510,0,0.0455
59511,0,0.0034
59512,0,0.0068
59513,0,0.0925
59514,0,0.0139
59515,0,0.0286
59516,0,0.0207
59517,1,0.6575
59518,0,0.0092
59519,0,0.0067
59520,0,0.0226
59521,0,0.024
59522,0,0.0648
59523,0,0.0046
59524,0,0.0146
59525,1,0.8025
59526,0,0.1617
59527,0,0.0157
59528,0,0.0736
59529,0,0.0485
59530,1,0.9531
59531,0,0.0081
59532,0,0.0012
59533,0,0.0435
59534,0,0.0424
59535,0,0.0232
59536,0,0.0442
59537,0,0.0161
59538,0,0.0893
59539,0,0.0318
59540,1,0.7263
59541,0,0.022
59542,0,0.0428
59543,0,0.0238
59544,0,0.0351
59545,0,0.0486
59546,0,0.0171
59547,0,0.0177
59548,0,0.0067
59549,0,0.0213
59550,0,0.0136
59551,0,0.0208
59552,0,0.0081
59553,0,0.0119
59554,1,0.936
59555,0,0.0164
59556,0,0.0043
59557,0,0.006
59558,0,0.0366
59559,0,0.0152
59560,0,0.0053
59561,0,0.0076
59562,0,0.1097
59563,0,0.0313
59564,0,0.1665
59565,0,0.0152
59566,0,0.0322
59567,0,0.0114
59568,0,0.0049
59569,0,0.0029
59570,0,0.0355
59571,0,0.0634
59572,0,0.0224
59573,0,0.0271
59574,1,0.9547
59575,0,0.0269
59576,0,0.0116
59577,0,0.0552
59578,1,0.9133
59579,0,0.0059
59580,0,0.0169
59581,0,0.0105
59582,0,0.0112
59583,0,0.0174
59584,0,0.0019
59585,0,0.0195
59586,0,0.0126
59587,0,0.0043
59588,0,0.1208
59589,0,0.0555
59590,0,0.0068
59591,0,0.2344
59592,0,0.0402
59593,0,0.0116
59594,0,0.2136
59595,0,0.0136
59596,0,0.0962
59597,1,0.939
59598,0,0.0318
59599,0,0.0559
59600,1,0.955
59601,0,0.0014
59602,0,0.0969
59603,0,0.078
59604,0,0.0221
59605,0,0.0025
59606,0,0.0559
59607,0,0.0636
59608,0,0.0199
59609,0,0.0036
59610,1,0.9485
59611,0,0.0124
59612,1,0.9705
59613,0,0.054
59614,0,0.322
59615,0,0.0203
59616,0,0.0551
59617,0,0.0525
59618,0,0.1005
59619,0,0.0179
59620,0,0.0086
59621,0,0.0219
59622,0,0.0122
59623,0,0.0417
59624,0,0.061
59625,0,0.0168
59626,0,0.0144
59627,0,0.0711
59628,0,0.006
59629,0,0.0026
59630,0,0.0466
59631,0,0.0026
59632,0,0.0109
59633,0,0.011
59634,0,0.0061
59635,0,0.0138
59636,0,0.0706
59637,0,0.048
59638,1,0.9886
59639,0,0.0049
59640,0,0.0109
59641,0,0.0181
59642,0,0.0077
59643,0,0.0775
59644,0,0.0375
59645,0,0.2306
59646,0,0.0104
59647,1,0.963
59648,0,0.0084
59649,0,0.0125
59650,0,0.0057
59651,0,0.0024
59652,0,0.0101
59653,0,0.0089
59654,0,0.0757
59655,0,0.0255
59656,0,0.1555
59657,1,0.9227
59658,0,0.0047
59659,0,0.0334
59660,0,0.1957
59661,0,0.0583
59662,1,0.9399
59663,0,0.0795
59664,0,0.0925
59665,0,0.0253
59666,0,0.0268
59667,0,0.0128
59668,0,0.0267
59669,0,0.0085
59670,0,0.065
59671,0,0.0081
59672,0,0.0129
59673,0,0.0243
59674,1,0.5183
59675,0,0.0011
59676,0,0.1312
59677,1,0.9273
59678,0,0.007
59679,0,0.0168
59680,0,0.0068
59681,0,0.0148
59682,0,0.0347
59683,0,0.0076
59684,0,0.0345
59685,0,0.0229
59686,0,0.2218
59687,0,0.0202
59688,0,0.021
59689,0,0.1357
59690,0,0.0018
59691,0,0.016
59692,0,0.0755
59693,0,0.015
59694,0,0.0805
59695,0,0.0123
59696,1,0.9154
59697,0,0.0035
59698,0,0.0178
59699,0,0.0174
59700,0,0.0535
59701,0,0.0048
59702,0,0.014
59703,0,0.0259
59704,0,0.0069
59705,0,0.1033
59706,0,0.0201
59707,0,0.0342
59708,0,0.1389
59709,0,0.0393
59710,0,0.0342
59711,0,0.0447
59712,0,0.013
59713,0,0.0501
59714,1,0.9188
59715,1,0.8348
59716,0,0.0289
59717,0,0.0056
59718,0,0.041
59719,1,0.9518
59720,0,0.0149
59721,1,0.7804
59722,0,0.0162
59723,0,0.0171
59724,0,0.1291
59725,0,0.0186
59726,0,0.0069
59727,0,0.0715
59728,0,0.0071
59729,0,0.0031
59730,0,0.085
59731,0,0.0377
59732,0,0.018
59733,0,0.0163
59734,0,0.0363
59735,0,0.0063
59736,0,0.1355
59737,0,0.0103
59738,0,0.2018
59739,0,0.0204
59740,0,0.0206
59741,0,0.0128
59742,0,0.2303
59743,0,0.0161
59744,0,0.0974
59745,0,0.0167
59746,0,0.0309
59747,1,0.9939
59748,0,0.0251
59749,0,0.0186
59750,0,0.0941
59751,0,0.012
59752,0,0.0782
59753,0,0.0125
59754,0,0.0047
59755,0,0.1023
59756,0,0.0085
59757,0,0.0072
59758,0,0.0599
59759,0,0.0175
59760,0,0.0238
59761,0,0.0095
59762,0,0.2093
59763,0,0.0015
59764,0,0.2171
59765,0,0.0068
59766,0,0.1187
59767,0,0.0347
59768,0,0.0019
59769,0,0.0168
59770,0,0.0823
59771,0,0.0071
59772,0,0.0159
59773,0,0.0361
59774,0,0.0477
59775,0,0.1498
59776,0,0.1747
59777,0,0.1971
59778,0,0.0057
59779,0,0.0303
59780,0,0.0018
59781,0,0.0295
59782,0,0.0167
59783,0,0.0479
59784,0,0.0191
59785,0,0.0088
59786,0,0.2631
59787,0,0.496
59788,0,0.0257
59789,0,0.0325
59790,0,0.0183
59791,0,0.0125
59792,0,0.0114
59793,0,0.0414
59794,1,0.952
59795,1,0.9385
59796,0,0.0065
59797,0,0.0304
59798,0,0.0093
59799,0,0.006
59800,0,0.0551
59801,0,0.0225
59802,0,0.0672
59803,0,0.0903
59804,0,0.0412
59805,0,0.002
59806,0,0.0191
59807,0,0.01
59808,0,0.0063
59809,0,0.0138
59810,0,0.0181
59811,0,0.0156
59812,0,0.0081
59813,0,0.0091
59814,0,0.0071
59815,0,0.2489
59816,0,0.1879
59817,0,0.002
59818,1,0.8857
59819,0,0.1496
59820,0,0.0244
59821,0,0.0486
59822,0,0.0168
59823,0,0.05
59824,0,0.0156
59825,0,0.0125
59826,0,0.0327
59827,0,0.1429
59828,0,0.3305
59829,0,0.0554
59830,0,0.0182
59831,0,0.0112
59832,0,0.0438
59833,0,0.0834
59834,0,0.014
59835,0,0.0149
59836,0,0.0334
59837,0,0.0624
59838,0,0.1021
59839,0,0.058
59840,0,0.0477
59841,1,0.9813
59842,0,0.013
59843,0,0.0442
59844,0,0.2229
59845,0,0.0611
59846,0,0.0037
59847,0,0.0181
59848,0,0.012
59849,0,0.0021
59850,1,0.9808
59851,0,0.0014
59852,0,0.015
59853,0,0.028
59854,0,0.0033
59855,0,0.0118
59856,0,0.0092
59857,0,0.0646
59858,1,0.9711
59859,0,0.0658
59860,1,0.9421
59861,0,0.0071
59862,0,0.0169
59863,0,0.0051
59864,0,0.0155
59865,0,0.037
59866,0,0.0523
59867,0,0.0695
59868,0,0.059
59869,0,0.0325
59870,0,0.0045
59871,0,0.0137
59872,0,0.021
59873,0,0.0037
59874,0,0.0267
59875,0,0.107
59876,0,0.0045
59877,0,0.1701
59878,1,0.9827
59879,0,0.0159
59880,1,0.9013
59881,0,0.0034
59882,0,0.0377
59883,0,0.0723
59884,0,0.0363
59885,0,0.0412
59886,0,0.068
59887,1,0.8915
59888,0,0.0149
59889,0,0.0073
59890,0,0.0072
59891,1,0.5714
59892,0,0.0202
59893,0,0.0092
59894,0,0.0258
59895,0,0.0868
59896,0,0.0041
59897,0,0.0123
59898,0,0.0102
59899,0,0.0141
59900,0,0.023
59901,1,0.8136
59902,0,0.0208
59903,0,0.0232
59904,0,0.0544
59905,0,0.0097
59906,0,0.1914
59907,0,0.0133
59908,0,0.0097
59909,0,0.0112
59910,0,0.0763
59911,0,0.0223
59912,0,0.0283
59913,0,0.0013
59914,0,0.107
59915,0,0.0114
59916,0,0.006
59917,0,0.0063
59918,0,0.0057
59919,0,0.0254
59920,0,0.0411
59921,0,0.1171
59922,0,0.0185
59923,0,0.0865
59924,0,0.0065
59925,1,0.9772
59926,0,0.0179
59927,0,0.0151
59928,0,0.0102
59929,0,0.0052
59930,0,0.0175
59931,0,0.0126
59932,0,0.0531
59933,0,0.019
59934,0,0.0068
59935,0,0.0059
59936,0,0.0333
59937,0,0.1001
59938,0,0.0739
59939,0,0.2571
59940,1,0.7623
59941,0,0.0015
59942,0,0.0084
59943,0,0.0355
59944,0,0.0277
59945,0,0.0209
59946,0,0.026
59947,0,0.0082
59948,0,0.0477
59949,1,0.9795
59950,0,0.0118
59951,0,0.0511
59952,0,0.0099
59953,0,0.0905
59954,0,0.036
59955,0,0.0022
59956,0,0.0128
59957,0,0.0987
59958,0,0.0267
59959,0,0.0184
59960,0,0.0033
59961,0,0.0413
59962,0,0.1035
59963,0,0.009
59964,0,0.0019
59965,0,0.0055
59966,1,0.9172
59967,0,0.0204
59968,0,0.0067
59969,0,0.003
59970,0,0.081
59971,1,0.982
59972,1,0.8177
59973,0,0.0233
59974,0,0.0152
59975,0,0.0265
59976,0,0.0073
59977,0,0.066
59978,0,0.1162
59979,0,0.0153
59980,1,0.966
59981,0,0.0172
59982,1,0.9699
59983,0,0.084
59984,0,0.01
59985,0,0.0506
59986,0,0.0379
59987,0,0.0152
59988,0,0.0722
59989,0,0.0333
59990,0,0.0398
59991,0,0.0875
59992,0,0.0125
59993,0,0.0098
59994,0,0.0993
59995,1,0.9661
59996,0,0.0136
59997,0,0.0728
59998,0,0.0793
59999,0,0.0101
60000,0,0.0014
60001,0,0.0127
60002,0,0.0601
60003,0,0.0173
60004,0,0.0081
60005,0,0.0443
60006,0,0.1156
60007,0,0.0236
60008,0,0.017
60009,0,0.0095
60010,0,0.0213
60011,0,0.0118
60012,0,0.0641
60013,0,0.0058
60014,0,0.0429
60015,0,0.0282
60016,0,0.3643
60017,0,0.0293
60018,0,0.0163
60019,1,0.937
60020,0,0.0422
60021,0,0.0154
60022,0,0.2467
60023,0,0.0328
60024,1,0.9809
60025,0,0.0317
60026,0,0.1627
60027,1,0.6204
60028,0,0.0082
60029,1,0.9785
60030,1,0.9063
60031,0,0.0914
60032,0,0.0853
60033,0,0.0042
60034,0,0.0027
60035,0,0.12
60036,0,0.0039
60037,0,0.003
60038,0,0.0241
60039,0,0.0137
60040,0,0.0665
60041,0,0.0497
60042,0,0.0202
60043,0,0.033
60044,0,0.0646
60045,0,0.0112
60046,0,0.2241
60047,0,0.0397
60048,0,0.0019
60049,0,0.0519
60050,0,0.0304
60051,1,0.9739
60052,0,0.0223
60053,0,0.0208
60054,0,0.0038
60055,0,0.0299
60056,0,0.0793
